id_sucursal,mostraba_opiniones,overral_stars,number_opinions,tiempo_delivery,tipo_envio,dollar_mean_price
5201,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.34
5202,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.29
5203,1,4.7,21,35 - 50 min,Gratis(nuevos usuarios),8.73
5204,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.52
5205,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.15
5206,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.52
5207,1,4.2,22,35 - 50 min,Gratis(nuevos usuarios),8.34
5208,1,4.4,40,35 - 50 min,Gratis(nuevos usuarios),8.34
5209,1,4.5,35,35 - 50 min,Gratis(nuevos usuarios),8.72
5210,1,4.7,174,35 - 50 min,Gratis(nuevos usuarios),9.45
5211,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.38
5212,1,4.5,101,35 - 50 min,Gratis(nuevos usuarios),8.91
5213,1,4.6,65,35 - 50 min,Gratis(nuevos usuarios),8.91
5214,1,4.8,75,35 - 50 min,Gratis(nuevos usuarios),7.62
5215,1,4.7,96,41 - 56 min,Gratis(nuevos usuarios),7.05
5216,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),10.07
5217,1,4.3,63,56 - 71 min,Gratis(nuevos usuarios),8.72
5218,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.91
5219,1,4.5,124,48 - 63 min,Gratis(nuevos usuarios),8.53
5220,1,4.7,49,35 - 50 min,Gratis(nuevos usuarios),8.77
5221,1,4.8,89,35 - 50 min,Gratis(nuevos usuarios),8.91
5222,1,4.5,67,35 - 50 min,Gratis(nuevos usuarios),8.77
5223,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.29
5224,1,4.7,124,66 - 81 min,Gratis(nuevos usuarios),9.32
5225,1,4.3,75,62 - 77 min,Gratis(nuevos usuarios),10.59
5226,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.17
5227,1,4.7,20,35 - 50 min,Gratis(nuevos usuarios),7.86
5228,0,0.0,0,No específicado,No específicado,5.39
5229,1,4.4,25,35 - 50 min,Gratis(nuevos usuarios),8.52
5230,0,0.0,0,No específicado,No específicado,5.2
5231,1,4.4,51,35 - 50 min,Gratis(nuevos usuarios),8.7
5232,1,4.3,27,35 - 50 min,Gratis(nuevos usuarios),8.91
5233,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.67
5234,1,4.5,30,35 - 50 min,Gratis(nuevos usuarios),8.34
5235,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.1
5236,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.36
5237,1,4.7,29,35 - 50 min,Gratis(nuevos usuarios),8.91
5238,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),11.53
5239,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.0
5240,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.91
5241,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),10.18
5242,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.07
5243,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),12.22
5244,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.52
5245,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.73
5246,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.52
5247,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.48
5248,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.4
5249,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),11.45
5250,0,0.0,0,No específicado,No específicado,5.28
5251,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),10.0
5252,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.3
5253,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.3
5254,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.3
5255,0,0.0,0,No específicado,No específicado,5.1
5256,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.3
5257,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.3
5258,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.3
5259,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),9.3
5260,0,4.2,25,No específicado,Gratis(nuevos usuarios),13.5
5261,0,4.2,46,No específicado,Gratis(nuevos usuarios),7.79
5262,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.21
5263,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.19
5264,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.45
5265,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.65
5266,1,4.5,37,35 - 50 min,Gratis(nuevos usuarios),5.39
5267,1,4.4,45,35 - 50 min,Gratis(nuevos usuarios),5.98
5268,1,4.4,68,35 - 50 min,Gratis(nuevos usuarios),4.46
5269,0,0.0,0,No específicado,No específicado,4.59
5270,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.46
5271,1,3.9,72,35 - 50 min,Gratis(nuevos usuarios),6.31
5272,1,4.5,35,35 - 50 min,Gratis(nuevos usuarios),5.61
5273,1,4.2,37,35 - 50 min,Gratis(nuevos usuarios),5.44
5274,1,4.3,79,35 - 50 min,Gratis(nuevos usuarios),4.54
5275,1,4.2,301,37 - 52 min,Gratis(nuevos usuarios),5.52
5276,1,4.2,146,35 - 50 min,Gratis(nuevos usuarios),4.56
5277,1,4.7,84,35 - 50 min,Gratis(nuevos usuarios),4.91
5278,1,4.8,71,35 - 50 min,Gratis(nuevos usuarios),4.73
5279,1,4.2,616,35 - 50 min,Gratis(nuevos usuarios),4.69
5280,0,0.0,0,No específicado,No específicado,0.0
5281,1,4.5,264,35 - 50 min,Gratis(nuevos usuarios),5.0
5282,1,3.9,228,35 - 50 min,Gratis(nuevos usuarios),4.71
5283,1,4.2,368,35 - 50 min,Gratis(nuevos usuarios),4.96
5284,1,4.5,513,25 - 40 min,Gratis(nuevos usuarios),5.9
5285,1,4.3,515,38 - 53 min,Gratis(nuevos usuarios),5.66
5286,1,4.3,318,35 - 50 min,Gratis(nuevos usuarios),4.56
5287,1,4.5,472,35 - 50 min,Gratis(nuevos usuarios),4.86
5288,1,4.5,607,35 - 50 min,Gratis(nuevos usuarios),4.52
5289,1,3.9,50,35 - 50 min,Gratis(nuevos usuarios),4.7
5290,1,4.7,360,35 - 50 min,Gratis(nuevos usuarios),4.51
5291,1,4.3,460,35 - 50 min,Gratis(nuevos usuarios),3.74
5292,1,4.1,275,35 - 50 min,Gratis(nuevos usuarios),5.73
5293,1,4.0,67,35 - 50 min,Gratis(nuevos usuarios),4.95
5294,1,3.9,174,62 - 77 min,Gratis(nuevos usuarios),6.08
5295,1,4.2,475,35 - 50 min,Gratis(nuevos usuarios),4.85
5296,1,4.5,78,35 - 50 min,Gratis(nuevos usuarios),4.96
5297,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.05
5298,1,4.2,68,35 - 50 min,Gratis(nuevos usuarios),5.31
5299,1,4.2,66,35 - 50 min,Gratis(nuevos usuarios),5.02
5300,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.76
5301,1,4.4,282,35 - 50 min,Gratis(nuevos usuarios),5.9
5302,1,4.3,130,35 - 50 min,Gratis(nuevos usuarios),5.35
5303,1,4.4,115,35 - 50 min,Gratis(nuevos usuarios),6.36
5304,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),7.57
5305,0,0.0,0,No específicado,No específicado,7.45
5306,1,4.5,272,35 - 50 min,Gratis(nuevos usuarios),7.9
5307,1,4.5,57,35 - 50 min,Gratis(nuevos usuarios),7.0
5308,1,4.3,207,35 - 50 min,Gratis(nuevos usuarios),6.23
5309,1,4.0,59,35 - 50 min,Gratis(nuevos usuarios),7.07
5310,1,4.2,152,35 - 50 min,Gratis(nuevos usuarios),6.03
5311,1,4.5,60,35 - 50 min,Gratis(nuevos usuarios),7.31
5312,0,0.0,0,No específicado,No específicado,5.6
5313,1,4.3,78,35 - 50 min,Gratis(nuevos usuarios),7.06
5314,1,3.9,67,35 - 50 min,Gratis(nuevos usuarios),7.07
5315,1,4.2,151,35 - 50 min,Gratis(nuevos usuarios),7.32
5316,1,3.9,181,35 - 50 min,Gratis(nuevos usuarios),6.37
5317,1,4.1,59,35 - 50 min,Gratis(nuevos usuarios),6.51
5318,1,4.2,166,35 - 50 min,Gratis(nuevos usuarios),6.7
5319,1,4.7,83,35 - 50 min,Gratis(nuevos usuarios),7.43
5320,1,3.8,29,35 - 50 min,Gratis(nuevos usuarios),6.39
5321,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.39
5322,1,4.3,193,35 - 50 min,Gratis(nuevos usuarios),5.85
5323,1,4.7,72,35 - 50 min,Gratis(nuevos usuarios),6.53
5324,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.78
5325,1,4.4,37,35 - 50 min,Gratis(nuevos usuarios),6.93
5326,1,4.6,89,35 - 50 min,Gratis(nuevos usuarios),6.76
5327,0,0.0,0,No específicado,No específicado,4.91
5328,1,4.2,78,35 - 50 min,Gratis(nuevos usuarios),7.56
5329,1,4.1,47,35 - 50 min,Gratis(nuevos usuarios),6.29
5330,1,4.3,126,35 - 50 min,Gratis(nuevos usuarios),3.05
5331,1,4.1,234,35 - 50 min,Gratis(nuevos usuarios),4.66
5332,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.1
5333,1,4.4,93,35 - 50 min,Gratis(nuevos usuarios),7.45
5334,1,4.2,184,35 - 50 min,Gratis(nuevos usuarios),6.4
5335,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),7.85
5336,1,4.3,68,35 - 50 min,Gratis(nuevos usuarios),6.17
5337,1,4.2,96,35 - 50 min,Gratis(nuevos usuarios),6.02
5338,1,4.4,36,35 - 50 min,Gratis(nuevos usuarios),7.01
5339,1,4.0,165,35 - 50 min,Gratis(nuevos usuarios),6.51
5340,1,3.8,88,35 - 50 min,Gratis(nuevos usuarios),5.21
5341,1,4.3,100,35 - 50 min,Gratis(nuevos usuarios),6.25
5342,1,4.6,30,35 - 50 min,Gratis(nuevos usuarios),6.95
5343,1,4.2,33,35 - 50 min,Gratis(nuevos usuarios),6.55
5344,1,3.5,60,35 - 50 min,Gratis(nuevos usuarios),6.44
5345,1,4.3,521,35 - 50 min,Gratis(nuevos usuarios),6.3
5346,1,4.1,78,35 - 50 min,Gratis(nuevos usuarios),7.69
5347,0,0.0,0,No específicado,No específicado,7.92
5348,1,2.9,28,50 min,Gratis(nuevos usuarios),8.28
5349,1,4.5,38,35 - 50 min,Gratis(nuevos usuarios),6.4
5350,1,4.3,29,35 - 50 min,Gratis(nuevos usuarios),6.48
5351,1,4.2,110,35 - 50 min,Gratis(nuevos usuarios),6.6
5352,1,4.2,20,35 - 50 min,Gratis(nuevos usuarios),6.47
5353,1,4.8,26,35 - 50 min,Gratis(nuevos usuarios),5.76
5354,1,4.3,77,35 - 50 min,Gratis(nuevos usuarios),6.86
5355,1,4.2,94,35 - 50 min,Gratis(nuevos usuarios),6.41
5356,1,4.4,136,35 - 50 min,Gratis(nuevos usuarios),6.63
5357,1,4.5,25,35 - 50 min,Gratis(nuevos usuarios),6.35
5358,1,4.6,111,35 - 50 min,Gratis(nuevos usuarios),6.37
5359,1,4.0,137,35 - 50 min,Gratis(nuevos usuarios),6.81
5360,1,4.4,222,35 - 50 min,Gratis(nuevos usuarios),6.71
5361,1,3.8,79,35 - 50 min,Gratis(nuevos usuarios),6.12
5362,1,4.6,139,35 - 50 min,Gratis(nuevos usuarios),5.04
5363,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),7.59
5364,1,4.0,76,35 - 50 min,Gratis(nuevos usuarios),5.96
5365,1,4.2,108,35 - 50 min,Gratis(nuevos usuarios),6.61
5366,1,4.4,135,35 - 50 min,Gratis(nuevos usuarios),6.51
5367,1,4.0,140,35 - 50 min,Gratis(nuevos usuarios),5.16
5368,1,4.4,62,35 - 50 min,Gratis(nuevos usuarios),6.29
5369,1,4.5,83,35 - 50 min,Gratis(nuevos usuarios),6.39
5370,1,4.3,111,35 - 50 min,Gratis(nuevos usuarios),7.94
5371,1,4.4,85,35 - 50 min,Gratis(nuevos usuarios),6.57
5372,0,4.4,150,No específicado,Gratis(nuevos usuarios),3.95
5373,1,4.6,44,35 - 50 min,Gratis(nuevos usuarios),7.4
5374,1,4.3,93,35 - 50 min,Gratis(nuevos usuarios),6.64
5375,1,4.5,32,35 - 50 min,Gratis(nuevos usuarios),6.26
5376,1,4.1,141,35 - 50 min,Gratis(nuevos usuarios),6.23
5377,1,4.0,48,35 - 50 min,Gratis(nuevos usuarios),5.73
5378,1,3.9,235,35 - 50 min,Gratis(nuevos usuarios),5.82
5379,1,4.3,49,35 - 50 min,Gratis(nuevos usuarios),6.45
5380,1,4.1,150,35 - 50 min,Gratis(nuevos usuarios),6.44
5381,1,4.3,173,35 - 50 min,Gratis(nuevos usuarios),7.42
5382,1,4.3,94,35 - 50 min,Gratis(nuevos usuarios),5.22
5383,1,4.2,137,35 - 50 min,Gratis(nuevos usuarios),6.95
5384,1,4.2,119,35 - 50 min,Gratis(nuevos usuarios),7.11
5385,1,4.3,220,35 - 50 min,Gratis(nuevos usuarios),6.18
5386,1,4.5,97,35 - 50 min,Gratis(nuevos usuarios),6.44
5387,1,4.5,99,35 - 50 min,Gratis(nuevos usuarios),6.11
5388,1,4.2,224,35 - 50 min,Gratis(nuevos usuarios),7.33
5389,1,4.0,44,35 - 50 min,Gratis(nuevos usuarios),6.06
5390,1,4.4,35,35 - 50 min,Gratis(nuevos usuarios),6.3
5391,1,4.1,125,35 - 50 min,Gratis(nuevos usuarios),6.71
5392,1,4.3,36,35 - 50 min,Gratis(nuevos usuarios),6.47
5393,0,0.0,0,No específicado,No específicado,8.06
5394,1,4.7,53,35 - 50 min,Gratis(nuevos usuarios),6.87
5395,1,4.1,160,35 - 50 min,Gratis(nuevos usuarios),6.34
5396,1,4.2,74,35 - 50 min,Gratis(nuevos usuarios),8.07
5397,1,4.4,122,35 - 50 min,Gratis(nuevos usuarios),7.03
5398,1,4.2,51,35 - 50 min,Gratis(nuevos usuarios),6.9
5399,1,4.6,89,35 - 50 min,Gratis(nuevos usuarios),8.25
5400,1,4.3,94,35 - 50 min,Gratis(nuevos usuarios),5.9
5401,1,4.4,81,35 - 50 min,Gratis(nuevos usuarios),6.56
5402,1,3.8,132,26 - 41 min,Gratis(nuevos usuarios),7.77
5403,0,0.0,0,No específicado,No específicado,6.21
5404,1,4.1,60,35 - 50 min,Gratis(nuevos usuarios),7.06
5405,1,4.6,61,35 - 50 min,Gratis(nuevos usuarios),7.46
5406,1,4.0,92,35 - 50 min,Gratis(nuevos usuarios),6.09
5407,1,4.7,38,35 - 50 min,Gratis(nuevos usuarios),6.71
5408,1,4.2,42,35 - 50 min,Gratis(nuevos usuarios),5.09
5409,1,4.7,31,35 - 50 min,Gratis(nuevos usuarios),8.01
5410,1,3.8,49,35 - 50 min,Gratis(nuevos usuarios),7.48
5411,1,4.2,154,35 - 50 min,Gratis(nuevos usuarios),7.62
5412,1,4.6,58,35 - 50 min,Gratis(nuevos usuarios),8.19
5413,1,3.8,26,35 - 50 min,Gratis(nuevos usuarios),7.47
5414,1,4.5,149,35 - 50 min,Gratis(nuevos usuarios),8.02
5415,1,4.2,70,35 - 50 min,Gratis(nuevos usuarios),6.57
5416,1,4.5,82,35 - 50 min,Gratis(nuevos usuarios),7.2
5417,1,4.2,135,35 - 50 min,Gratis(nuevos usuarios),7.53
5418,1,4.7,230,35 - 50 min,Gratis(nuevos usuarios),5.91
5419,1,4.0,56,35 - 50 min,Gratis(nuevos usuarios),7.33
5420,1,4.4,92,35 - 50 min,Gratis(nuevos usuarios),6.39
5421,1,4.7,104,35 - 50 min,Gratis(nuevos usuarios),6.52
5422,1,4.0,157,35 - 50 min,Gratis(nuevos usuarios),7.81
5423,1,4.6,158,35 - 50 min,Gratis(nuevos usuarios),6.32
5424,1,4.3,87,35 - 50 min,Gratis(nuevos usuarios),7.64
5425,1,4.2,84,35 - 50 min,Gratis(nuevos usuarios),7.27
5426,1,4.2,56,35 - 50 min,Gratis(nuevos usuarios),7.63
5427,1,4.1,208,35 - 50 min,Gratis(nuevos usuarios),7.41
5428,1,4.1,20,35 - 50 min,Gratis(nuevos usuarios),7.47
5429,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),7.43
5430,1,4.3,60,35 - 50 min,Gratis(nuevos usuarios),7.86
5431,0,4.1,106,No específicado,Gratis(nuevos usuarios),7.44
5432,1,4.2,88,35 - 50 min,Gratis(nuevos usuarios),6.27
5433,0,0.0,0,No específicado,No específicado,5.68
5434,1,4.3,68,35 - 50 min,Gratis(nuevos usuarios),4.15
5435,0,0.0,0,No específicado,No específicado,7.29
5436,1,3.5,205,35 - 50 min,Gratis(nuevos usuarios),7.25
5437,1,4.4,81,35 - 50 min,Gratis(nuevos usuarios),5.82
5438,0,0.0,0,No específicado,No específicado,7.32
5439,0,0.0,0,No específicado,No específicado,7.02
5440,1,4.4,173,35 - 50 min,Gratis(nuevos usuarios),6.65
5441,1,4.6,73,35 - 50 min,Gratis(nuevos usuarios),6.52
5442,1,4.3,69,35 - 50 min,Gratis(nuevos usuarios),6.89
5443,1,4.0,134,35 - 50 min,Gratis(nuevos usuarios),6.93
5444,1,4.4,97,35 - 50 min,Gratis(nuevos usuarios),4.91
5445,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),7.53
5446,1,4.2,46,35 - 50 min,Gratis(nuevos usuarios),7.24
5447,0,0.0,0,No específicado,No específicado,7.46
5448,1,4.4,104,35 - 50 min,Gratis(nuevos usuarios),5.63
5449,1,4.6,88,35 - 50 min,Gratis(nuevos usuarios),6.91
5450,1,4.3,44,35 - 50 min,Gratis(nuevos usuarios),7.56
5451,1,4.6,118,35 - 50 min,Gratis(nuevos usuarios),7.07
5452,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.7
5453,1,4.4,81,35 - 50 min,Gratis(nuevos usuarios),6.98
5454,1,4.8,53,35 - 50 min,Gratis(nuevos usuarios),5.32
5455,1,4.2,106,35 - 50 min,Gratis(nuevos usuarios),6.1
5456,1,4.3,49,35 - 50 min,Gratis(nuevos usuarios),5.2
5457,1,4.4,32,35 - 50 min,Gratis(nuevos usuarios),6.73
5458,1,4.5,111,35 - 50 min,Gratis(nuevos usuarios),6.09
5459,1,4.7,65,35 - 50 min,Gratis(nuevos usuarios),5.49
5460,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.47
5461,1,4.3,68,35 - 50 min,Gratis(nuevos usuarios),6.39
5462,1,4.4,49,35 - 50 min,Gratis(nuevos usuarios),6.57
5463,1,4.8,52,34 - 44 min,Gratis(nuevos usuarios),6.26
5464,1,4.4,147,34 - 49 min,Gratis(nuevos usuarios),6.47
5465,1,4.2,172,35 - 50 min,Gratis(nuevos usuarios),6.16
5466,1,4.4,105,35 - 50 min,Gratis(nuevos usuarios),6.13
5467,1,4.7,23,35 - 50 min,Gratis(nuevos usuarios),5.77
5468,1,4.4,80,35 - 50 min,Gratis(nuevos usuarios),5.69
5469,1,4.3,95,35 - 50 min,Gratis(nuevos usuarios),6.27
5470,1,4.7,37,35 - 50 min,Gratis(nuevos usuarios),5.95
5471,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.25
5472,1,4.7,48,35 - 50 min,Gratis(nuevos usuarios),6.83
5473,1,4.2,29,35 - 50 min,Gratis(nuevos usuarios),6.15
5474,0,4.5,67,No específicado,Gratis(nuevos usuarios),7.24
5475,0,0.0,0,No específicado,No específicado,7.64
5476,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.26
5477,1,3.8,62,35 - 50 min,Gratis(nuevos usuarios),3.83
5478,1,3.8,313,66 - 81 min,Gratis(nuevos usuarios),7.57
5479,1,3.7,22,35 - 50 min,Gratis(nuevos usuarios),5.8
5480,1,4.5,173,35 - 50 min,Gratis(nuevos usuarios),7.04
5481,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.2
5482,1,4.0,119,35 - 50 min,Gratis(nuevos usuarios),6.62
5483,1,4.3,196,35 - 50 min,Gratis(nuevos usuarios),6.47
5484,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.17
5485,1,4.3,65,35 - 50 min,Gratis(nuevos usuarios),6.18
5486,1,4.6,182,35 - 50 min,Gratis(nuevos usuarios),5.86
5487,1,3.9,52,35 - 50 min,Gratis(nuevos usuarios),5.99
5488,1,4.0,89,64 - 79 min,Gratis(nuevos usuarios),6.86
5489,1,4.4,68,35 - 50 min,Gratis(nuevos usuarios),6.47
5490,1,4.7,21,35 - 50 min,Gratis(nuevos usuarios),7.45
5491,1,4.0,131,35 - 50 min,Gratis(nuevos usuarios),5.03
5492,1,4.0,59,35 - 50 min,Gratis(nuevos usuarios),7.81
5493,1,4.0,60,35 - 50 min,Gratis(nuevos usuarios),7.56
5494,0,0.0,0,No específicado,No específicado,7.86
5495,1,4.2,46,35 - 50 min,Gratis(nuevos usuarios),6.29
5496,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.43
5497,1,4.3,167,35 - 50 min,Gratis(nuevos usuarios),6.67
5498,0,0.0,0,No específicado,No específicado,6.9
5499,1,4.3,96,35 - 50 min,Gratis(nuevos usuarios),7.44
5500,1,4.3,67,35 - 50 min,Gratis(nuevos usuarios),6.35
5501,1,4.5,51,35 - 50 min,Gratis(nuevos usuarios),7.67
5502,0,0.0,0,No específicado,No específicado,6.17
5503,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.93
5504,1,4.4,27,35 - 50 min,Gratis(nuevos usuarios),5.9
5505,1,4.5,72,35 - 50 min,Gratis(nuevos usuarios),6.46
5506,1,4.5,128,35 - 50 min,Gratis(nuevos usuarios),6.39
5507,1,4.6,69,35 - 50 min,Gratis(nuevos usuarios),7.67
5508,1,3.8,51,35 - 50 min,Gratis(nuevos usuarios),6.77
5509,1,4.3,73,35 - 50 min,Gratis(nuevos usuarios),6.31
5510,1,4.2,86,35 - 50 min,Gratis(nuevos usuarios),6.43
5511,1,4.3,72,35 - 50 min,Gratis(nuevos usuarios),7.75
5512,1,4.1,35,35 - 50 min,Gratis(nuevos usuarios),6.73
5513,1,4.4,29,35 - 50 min,Gratis(nuevos usuarios),7.31
5514,1,4.5,35,35 - 50 min,Gratis(nuevos usuarios),6.95
5515,1,4.5,119,35 - 50 min,Gratis(nuevos usuarios),4.44
5516,1,4.5,67,35 - 50 min,Gratis(nuevos usuarios),6.44
5517,1,4.5,55,35 - 50 min,Gratis(nuevos usuarios),6.46
5518,0,0.0,0,No específicado,No específicado,6.21
5519,1,3.8,123,35 - 50 min,Gratis(nuevos usuarios),6.55
5520,1,4.4,40,35 - 50 min,Gratis(nuevos usuarios),6.26
5521,1,4.7,35,35 - 50 min,Gratis(nuevos usuarios),5.32
5522,1,4.7,50,35 - 50 min,Gratis(nuevos usuarios),6.3
5523,1,4.6,27,35 - 50 min,Gratis(nuevos usuarios),6.22
5524,0,4.4,113,No específicado,Gratis(nuevos usuarios),6.44
5525,1,4.2,57,35 - 50 min,Gratis(nuevos usuarios),5.74
5526,1,4.2,45,35 - 50 min,Gratis(nuevos usuarios),4.04
5527,1,4.6,40,35 - 50 min,Gratis(nuevos usuarios),4.5
5528,1,4.0,31,35 - 50 min,Gratis(nuevos usuarios),6.09
5529,1,4.4,59,35 - 50 min,Gratis(nuevos usuarios),5.97
5530,1,4.4,30,35 - 50 min,Gratis(nuevos usuarios),5.98
5531,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.34
5532,1,4.8,30,35 - 50 min,Gratis(nuevos usuarios),5.98
5533,1,4.5,39,35 - 50 min,Gratis(nuevos usuarios),4.7
5534,1,4.3,44,35 - 50 min,Gratis(nuevos usuarios),6.09
5535,1,3.8,32,35 - 50 min,Gratis(nuevos usuarios),6.22
5536,1,4.2,30,35 - 50 min,Gratis(nuevos usuarios),5.38
5537,1,4.4,74,35 - 50 min,Gratis(nuevos usuarios),6.11
5538,1,4.0,44,35 - 50 min,Gratis(nuevos usuarios),6.68
5539,1,4.2,96,35 - 50 min,Gratis(nuevos usuarios),6.47
5540,0,0.0,0,No específicado,No específicado,8.23
5541,1,3.8,39,35 - 50 min,Gratis(nuevos usuarios),5.16
5542,0,4.1,35,No específicado,Gratis(nuevos usuarios),7.24
5543,0,4.2,79,No específicado,Gratis(nuevos usuarios),7.48
5544,1,4.8,33,35 - 50 min,Gratis(nuevos usuarios),6.57
5545,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.73
5546,1,4.4,33,35 - 50 min,Gratis(nuevos usuarios),6.74
5547,1,4.2,57,35 - 50 min,Gratis(nuevos usuarios),6.55
5548,1,4.2,36,35 - 50 min,Gratis(nuevos usuarios),5.05
5549,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.38
5550,1,3.8,59,35 - 50 min,Gratis(nuevos usuarios),7.2
5551,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),6.44
5552,1,4.0,26,50 min,Gratis(nuevos usuarios),6.06
5553,1,3.9,20,50 min,Gratis(nuevos usuarios),4.09
5554,1,1.9,40,50 min,Gratis(nuevos usuarios),7.72
5555,0,0.0,0,50 min,Gratis(nuevos usuarios),7.58
5556,1,4.4,78,50 min,Gratis(nuevos usuarios),6.3
5557,0,0.0,0,50 min,Gratis(nuevos usuarios),7.38
5558,0,0.0,0,50 min,Gratis(nuevos usuarios),6.59
5559,0,0.0,0,No específicado,Gratis(nuevos usuarios),1.55
5560,0,0.0,0,50 min,Gratis(nuevos usuarios),6.53
5561,1,4.6,20,50 min,Gratis(nuevos usuarios),7.41
5562,0,3.7,56,No específicado,Gratis(nuevos usuarios),3.56
5563,0,0.0,0,50 min,Gratis(nuevos usuarios),6.63
5564,0,0.0,0,50 min,Gratis(nuevos usuarios),6.96
5565,1,3.6,68,50 min,Gratis(nuevos usuarios),7.43
5566,0,0.0,0,50 min,Gratis(nuevos usuarios),6.37
5567,1,3.9,32,50 min,Gratis(nuevos usuarios),7.03
5568,1,4.2,23,50 min,Gratis(nuevos usuarios),6.51
5569,0,0.0,0,50 min,Gratis(nuevos usuarios),6.5
5570,0,0.0,0,50 min,Gratis(nuevos usuarios),6.29
5571,1,3.8,20,50 min,Gratis(nuevos usuarios),6.62
5572,0,0.0,0,No específicado,No específicado,4.48
5573,0,0.0,0,50 min,Gratis(nuevos usuarios),7.76
5574,0,0.0,0,50 min,Gratis(nuevos usuarios),6.14
5575,0,0.0,0,50 min,Gratis(nuevos usuarios),6.37
5576,1,4.0,45,50 min,Gratis(nuevos usuarios),6.87
5577,0,0.0,0,No específicado,No específicado,7.85
5578,0,0.0,0,No específicado,No específicado,6.68
5579,0,0.0,0,No específicado,No específicado,7.45
5580,0,0.0,0,50 min,Gratis(nuevos usuarios),7.67
5581,0,0.0,0,50 min,Gratis(nuevos usuarios),6.37
5582,1,4.5,31,50 min,Gratis(nuevos usuarios),6.56
5583,0,0.0,0,50 min,Gratis(nuevos usuarios),6.44
5584,0,0.0,0,No específicado,No específicado,7.62
5585,0,0.0,0,No específicado,Gratis(nuevos usuarios),4.9
5586,0,0.0,0,50 min,Gratis(nuevos usuarios),5.76
5587,0,0.0,0,No específicado,No específicado,6.72
5588,0,0.0,0,50 min,Gratis(nuevos usuarios),7.7
5589,0,0.0,0,50 min,Gratis(nuevos usuarios),6.54
5590,0,0.0,0,50 min,Gratis(nuevos usuarios),6.33
