id_sucursal,mostraba_opiniones,overral_stars,number_opinions,tiempo_delivery,tipo_envio,dollar_mean_price
18727,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18728,0,0.0,0,No específicado,No específicado,2.64
18729,0,0.0,0,40 - 55 min,Gratis(nuevos usuarios),3.0
18730,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18731,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18732,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.67
18733,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.52
18734,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18735,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18736,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18737,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18738,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18739,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.64
18740,0,0.0,0,40 - 55 min,Gratis(nuevos usuarios),2.92
18741,1,4.4,137,35 - 50 min,Gratis(nuevos usuarios),4.34
18742,0,0.0,0,No específicado,No específicado,2.64
18743,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.94
18744,0,0.0,0,27 - 42 min,Gratis(nuevos usuarios),3.2
18745,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.94
18746,0,0.0,0,51 - 66 min,Gratis(nuevos usuarios),3.2
18747,0,0.0,0,37 - 52 min,Gratis(nuevos usuarios),3.2
18748,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),2.94
18749,0,0.0,0,No específicado,Gratis(nuevos usuarios),3.2
18750,0,0.0,0,No específicado,Gratis(nuevos usuarios),2.7
18751,0,0.0,0,No específicado,No específicado,3.73
18752,0,0.0,0,No específicado,Gratis(nuevos usuarios),3.2
18753,0,0.0,0,No específicado,No específicado,2.64
18754,1,4.1,405,39 - 54 min,Gratis(nuevos usuarios),5.16
18755,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),1.87
18756,1,4.8,39,35 - 50 min,Gratis(nuevos usuarios),1.87
18757,1,4.4,48,35 - 50 min,Gratis(nuevos usuarios),2.34
18758,0,0.0,0,No específicado,Gratis(nuevos usuarios),4.96
18759,1,3.7,174,35 - 50 min,Gratis(nuevos usuarios),4.43
18760,1,4.6,49,35 - 50 min,Gratis(nuevos usuarios),5.21
18761,0,0.0,0,No específicado,No específicado,2.94
18762,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.54
18763,0,5.0,20,No específicado,Gratis(nuevos usuarios),5.5
18764,1,4.1,26,35 - 50 min,Gratis(nuevos usuarios),3.53
18765,1,4.3,23,35 - 50 min,Gratis(nuevos usuarios),3.53
18766,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.43
18767,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.43
18768,1,4.3,22,35 - 50 min,Gratis(nuevos usuarios),3.53
18769,1,4.4,29,35 - 50 min,Gratis(nuevos usuarios),3.55
18770,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.36
18771,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.53
18772,0,0.0,0,39 - 54 min,Gratis(nuevos usuarios),3.39
18773,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.79
18774,1,4.7,25,35 - 50 min,Gratis(nuevos usuarios),3.49
18775,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.64
18776,1,4.6,27,35 - 50 min,Gratis(nuevos usuarios),3.3
18777,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.49
18778,1,4.6,22,35 - 50 min,Gratis(nuevos usuarios),3.49
18779,1,4.7,23,35 - 50 min,Gratis(nuevos usuarios),3.49
18780,1,4.4,70,35 - 50 min,Gratis(nuevos usuarios),5.42
18781,1,4.0,58,50 min,Gratis(nuevos usuarios),5.42
18782,1,3.9,30,35 - 50 min,Gratis(nuevos usuarios),5.9
18783,1,4.2,31,35 - 50 min,Gratis(nuevos usuarios),3.83
18784,1,4.4,27,35 - 50 min,Gratis(nuevos usuarios),3.95
18785,1,4.3,97,35 - 50 min,Gratis(nuevos usuarios),5.35
18786,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),7.01
18787,0,0.0,0,No específicado,No específicado,3.53
18788,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.4
18789,1,3.9,29,50 min,Gratis(nuevos usuarios),2.27
18790,1,4.1,24,35 - 50 min,Gratis(nuevos usuarios),4.72
18791,0,0.0,0,50 min,Gratis(nuevos usuarios),1.81
18792,1,4.0,142,35 - 50 min,Gratis(nuevos usuarios),5.2
18793,0,4.2,159,No específicado,Gratis(nuevos usuarios),4.78
18794,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.8
18795,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.73
18796,0,0.0,0,No específicado,Gratis(nuevos usuarios),1.28
18797,1,4.1,133,35 - 50 min,Gratis(nuevos usuarios),4.51
18798,1,4.3,67,35 - 50 min,Gratis(nuevos usuarios),4.51
18799,1,3.7,57,46 - 61 min,Gratis(nuevos usuarios),4.65
18800,1,4.4,158,35 - 50 min,Gratis(nuevos usuarios),4.51
18801,1,4.4,57,35 - 50 min,Gratis(nuevos usuarios),4.65
18802,0,0.0,0,51 - 66 min,Gratis(nuevos usuarios),4.65
18803,1,3.4,55,35 - 50 min,Gratis(nuevos usuarios),4.51
18804,1,4.2,144,35 - 50 min,Gratis(nuevos usuarios),4.68
18805,1,4.3,164,35 - 50 min,Gratis(nuevos usuarios),4.78
18806,1,4.1,113,35 - 50 min,Gratis(nuevos usuarios),4.65
18807,1,3.4,56,35 - 50 min,Gratis(nuevos usuarios),4.51
18808,1,4.5,252,35 - 50 min,Gratis(nuevos usuarios),4.51
18809,1,3.9,42,53 - 68 min,Gratis(nuevos usuarios),4.65
18810,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.72
18811,0,4.2,27,No específicado,Gratis(nuevos usuarios),2.95
18812,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.66
18813,1,4.9,58,35 - 50 min,Gratis(nuevos usuarios),2.19
18814,1,4.7,33,35 - 50 min,Gratis(nuevos usuarios),4.32
18815,1,3.4,46,35 - 50 min,Gratis(nuevos usuarios),11.78
18816,0,0.0,0,No específicado,Gratis(nuevos usuarios),4.72
18817,1,3.8,90,43 - 58 min,Gratis(nuevos usuarios),8.46
18818,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.31
18819,1,4.4,44,35 - 50 min,Gratis(nuevos usuarios),3.86
18820,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),1.79
18821,0,0.0,0,32 - 47 min,Gratis(nuevos usuarios),1.8
18822,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),8.34
18823,0,3.4,68,No específicado,Gratis(nuevos usuarios),5.6
18824,1,3.7,29,38 - 53 min,Gratis(nuevos usuarios),6.04
18825,0,0.0,0,No específicado,Gratis(nuevos usuarios),4.65
18826,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18827,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18828,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18829,0,0.0,0,42 - 57 min,Gratis(nuevos usuarios),5.21
18830,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18831,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18832,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18833,1,4.6,22,35 - 50 min,Gratis(nuevos usuarios),5.08
18834,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18835,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18836,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18837,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18838,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18839,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18840,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18841,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18842,1,4.8,24,35 - 50 min,Gratis(nuevos usuarios),5.08
18843,0,0.0,0,59 - 74 min,Gratis(nuevos usuarios),5.22
18844,1,4.3,20,35 - 50 min,Gratis(nuevos usuarios),5.11
18845,0,0.0,0,39 - 54 min,Gratis(nuevos usuarios),5.25
18846,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18847,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18848,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18849,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18850,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18851,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18852,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18853,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18854,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18855,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.08
18856,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18857,0,0.0,0,47 - 62 min,Gratis(nuevos usuarios),5.22
18858,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18859,0,0.0,0,No específicado,No específicado,5.08
18860,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.83
18861,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.11
18862,0,0.0,0,No específicado,Gratis(nuevos usuarios),12.83
18863,1,4.4,245,35 - 50 min,Gratis(nuevos usuarios),2.48
18864,1,4.5,237,35 - 50 min,Gratis(nuevos usuarios),2.33
18865,0,0.0,0,29 - 44 min,Gratis(nuevos usuarios),4.71
18866,1,3.8,198,38 - 53 min,Gratis(nuevos usuarios),5.68
18867,0,3.4,149,No específicado,Gratis(nuevos usuarios),5.75
18868,1,3.4,99,35 - 50 min,Gratis(nuevos usuarios),5.08
18869,1,3.0,90,35 - 50 min,Gratis(nuevos usuarios),5.42
18870,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.16
18871,1,4.5,93,35 - 50 min,Gratis(nuevos usuarios),3.04
18872,1,3.7,302,50 min,Gratis(nuevos usuarios),4.32
18873,1,4.5,158,50 min,Gratis(nuevos usuarios),4.5
18874,1,4.3,101,50 min,Gratis(nuevos usuarios),4.5
18875,1,4.4,37,50 min,Gratis(nuevos usuarios),4.41
18876,1,4.4,257,50 min,Gratis(nuevos usuarios),4.5
18877,1,4.4,149,50 min,Gratis(nuevos usuarios),4.5
18878,1,4.5,251,50 min,Gratis(nuevos usuarios),4.5
18879,1,4.5,262,50 min,Gratis(nuevos usuarios),4.5
18880,1,4.5,147,50 min,Gratis(nuevos usuarios),4.5
18881,1,4.6,194,50 min,Gratis(nuevos usuarios),4.55
18882,1,4.6,1180,35 - 50 min,Gratis(nuevos usuarios),4.54
18883,1,4.4,340,35 - 50 min,Gratis(nuevos usuarios),4.86
18884,1,4.1,525,35 - 50 min,Gratis(nuevos usuarios),5.19
18885,1,4.0,240,44 - 59 min,Gratis(nuevos usuarios),5.63
18886,1,4.2,300,45 - 60 min,Gratis(nuevos usuarios),5.31
18887,1,3.8,153,35 - 50 min,Gratis(nuevos usuarios),4.98
18888,1,4.3,117,35 - 50 min,Gratis(nuevos usuarios),5.06
18889,1,4.1,124,35 - 50 min,Gratis(nuevos usuarios),5.01
18890,1,3.9,245,46 - 61 min,Gratis(nuevos usuarios),5.18
18891,1,4.4,162,35 - 50 min,Gratis(nuevos usuarios),4.86
18892,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),5.3
18893,1,3.9,105,35 - 50 min,Gratis(nuevos usuarios),5.14
18894,1,3.8,208,31 - 46 min,Gratis(nuevos usuarios),5.19
18895,1,4.2,188,35 - 50 min,Gratis(nuevos usuarios),5.11
18896,1,4.0,148,35 - 50 min,Gratis(nuevos usuarios),4.98
18897,1,4.3,56,35 - 50 min,Gratis(nuevos usuarios),5.03
18898,1,3.7,200,35 - 50 min,Gratis(nuevos usuarios),4.97
18899,1,4.3,316,35 - 50 min,Gratis(nuevos usuarios),4.84
18900,1,4.1,133,46 - 61 min,Gratis(nuevos usuarios),5.07
18901,1,4.1,57,35 - 50 min,Gratis(nuevos usuarios),5.06
18902,1,4.2,92,35 - 50 min,Gratis(nuevos usuarios),4.86
18903,1,3.9,230,35 - 50 min,Gratis(nuevos usuarios),5.11
18904,1,4.4,594,35 - 50 min,Gratis(nuevos usuarios),5.06
18905,1,4.4,270,35 - 45 min,Gratis(nuevos usuarios),5.19
18906,1,3.7,156,35 - 50 min,Gratis(nuevos usuarios),4.98
18907,1,3.9,197,35 - 50 min,Gratis(nuevos usuarios),4.94
18908,1,4.3,86,35 - 50 min,Gratis(nuevos usuarios),5.02
18909,1,4.4,244,35 - 50 min,Gratis(nuevos usuarios),5.09
18910,1,3.9,119,35 - 50 min,Gratis(nuevos usuarios),5.18
18911,1,3.9,112,35 - 50 min,Gratis(nuevos usuarios),4.94
18912,1,4.3,204,35 - 50 min,Gratis(nuevos usuarios),5.22
18913,1,3.8,154,35 - 50 min,Gratis(nuevos usuarios),4.98
18914,1,4.2,187,35 - 50 min,Gratis(nuevos usuarios),4.9
18915,1,4.2,141,35 - 50 min,Gratis(nuevos usuarios),4.93
18916,1,4.1,266,35 - 50 min,Gratis(nuevos usuarios),4.94
18917,1,4.1,356,35 - 50 min,Gratis(nuevos usuarios),5.02
18918,1,4.3,223,35 - 50 min,Gratis(nuevos usuarios),4.98
18919,1,4.4,111,35 - 50 min,Gratis(nuevos usuarios),4.93
18920,1,3.6,152,35 - 50 min,Gratis(nuevos usuarios),5.7
18921,1,4.1,192,35 - 50 min,Gratis(nuevos usuarios),5.02
18922,1,4.5,135,35 - 50 min,Gratis(nuevos usuarios),4.93
18923,1,3.6,159,35 - 50 min,Gratis(nuevos usuarios),5.15
18924,1,4.5,152,35 - 50 min,Gratis(nuevos usuarios),5.2
18925,1,4.0,155,44 - 59 min,Gratis(nuevos usuarios),5.14
18926,1,4.3,352,35 - 50 min,Gratis(nuevos usuarios),4.93
18927,1,4.5,39,35 - 50 min,Gratis(nuevos usuarios),5.1
18928,1,4.2,195,43 - 58 min,Gratis(nuevos usuarios),5.37
18929,0,0.0,0,No específicado,No específicado,4.98
18930,1,4.7,112,28 - 43 min,Gratis(nuevos usuarios),6.59
18931,1,4.3,70,34 - 49 min,Gratis(nuevos usuarios),7.29
18932,1,4.4,42,22 - 37 min,Gratis(nuevos usuarios),6.32
18933,0,0.0,0,No específicado,Gratis(nuevos usuarios),6.55
18934,0,0.0,0,No específicado,No específicado,4.86
18935,0,0.0,0,48 - 63 min,Gratis(nuevos usuarios),1.65
18936,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),1.57
18937,0,0.0,0,30 - 45 min,Gratis(nuevos usuarios),1.6
18938,0,4.6,314,No específicado,Gratis(nuevos usuarios),3.22
18939,1,4.1,41,35 - 50 min,Gratis(nuevos usuarios),5.15
18940,1,4.5,184,35 - 50 min,Gratis(nuevos usuarios),5.54
18941,1,4.6,108,35 - 50 min,Gratis(nuevos usuarios),5.54
18942,1,4.4,26,35 - 50 min,Gratis(nuevos usuarios),7.57
18943,0,0.0,0,No específicado,No específicado,4.94
18944,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.38
18945,1,4.6,104,35 - 50 min,Gratis(nuevos usuarios),4.28
18946,1,4.5,236,35 - 50 min,Gratis(nuevos usuarios),3.37
18947,1,4.6,156,35 - 50 min,Gratis(nuevos usuarios),4.06
18948,0,0.0,0,No específicado,No específicado,5.19
18949,1,4.2,39,35 - 50 min,Gratis(nuevos usuarios),4.84
18950,1,3.6,50,35 - 50 min,Gratis(nuevos usuarios),4.19
18951,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.11
18952,0,0.0,0,No específicado,No específicado,1.65
18953,1,4.5,255,35 - 50 min,Gratis(nuevos usuarios),4.15
18954,1,4.4,184,35 - 50 min,Gratis(nuevos usuarios),4.29
18955,0,0.0,0,No específicado,No específicado,5.17
18956,1,4.7,246,35 - 50 min,Gratis(nuevos usuarios),4.37
18957,1,4.5,138,35 - 50 min,Gratis(nuevos usuarios),4.39
18958,1,4.5,158,35 - 50 min,Gratis(nuevos usuarios),4.6
18959,1,4.7,249,35 - 50 min,Gratis(nuevos usuarios),4.31
18960,1,4.6,694,35 - 50 min,Gratis(nuevos usuarios),4.44
18961,1,4.4,96,35 - 50 min,Gratis(nuevos usuarios),4.3
18962,0,0.0,0,No específicado,No específicado,0.0
18963,1,4.2,22,35 - 50 min,Gratis(nuevos usuarios),4.04
18964,0,0.0,0,No específicado,No específicado,4.06
18965,1,4.7,187,35 - 50 min,Gratis(nuevos usuarios),4.12
18966,1,4.7,116,35 - 50 min,Gratis(nuevos usuarios),3.87
18967,1,4.7,57,35 - 50 min,Gratis(nuevos usuarios),4.09
18968,1,4.7,125,35 - 50 min,Gratis(nuevos usuarios),4.51
18969,1,4.5,40,35 - 50 min,Gratis(nuevos usuarios),4.47
18970,1,4.8,560,35 - 50 min,Gratis(nuevos usuarios),4.15
18971,1,4.3,83,37 - 52 min,Gratis(nuevos usuarios),4.23
18972,1,4.6,145,35 - 50 min,Gratis(nuevos usuarios),4.18
18973,1,4.5,92,19 - 34 min,Gratis(nuevos usuarios),4.24
18974,1,4.3,99,38 - 53 min,Gratis(nuevos usuarios),4.2
18975,1,4.3,149,35 - 50 min,Gratis(nuevos usuarios),3.38
18976,1,4.7,449,35 - 50 min,Gratis(nuevos usuarios),3.53
18977,1,4.3,105,35 - 50 min,Gratis(nuevos usuarios),4.26
18978,1,4.0,296,35 - 50 min,Gratis(nuevos usuarios),4.27
18979,1,4.7,193,35 - 50 min,Gratis(nuevos usuarios),3.32
18980,0,0.0,0,No específicado,No específicado,4.07
18981,1,4.5,116,35 - 50 min,Gratis(nuevos usuarios),4.18
18982,1,4.3,149,35 - 50 min,Gratis(nuevos usuarios),4.13
18983,1,4.1,118,35 - 50 min,Gratis(nuevos usuarios),4.16
18984,1,4.3,106,35 - 50 min,Gratis(nuevos usuarios),3.84
18985,1,4.7,158,35 - 50 min,Gratis(nuevos usuarios),4.31
18986,1,4.5,309,35 - 50 min,Gratis(nuevos usuarios),4.23
18987,1,4.7,29,35 - 50 min,Gratis(nuevos usuarios),4.16
18988,0,0.0,0,No específicado,No específicado,3.29
18989,1,4.5,99,37 - 52 min,Gratis(nuevos usuarios),4.23
18990,1,4.6,32,25 - 40 min,Gratis(nuevos usuarios),4.13
18991,1,4.4,107,35 - 50 min,Gratis(nuevos usuarios),4.34
18992,1,4.6,102,38 - 48 min,Gratis(nuevos usuarios),3.72
18993,1,4.5,186,35 - 50 min,Gratis(nuevos usuarios),4.62
18994,1,4.1,57,35 - 50 min,Gratis(nuevos usuarios),4.25
18995,1,4.4,155,35 - 50 min,Gratis(nuevos usuarios),4.18
18996,1,4.3,34,35 - 50 min,Gratis(nuevos usuarios),4.29
18997,1,4.7,129,35 - 50 min,Gratis(nuevos usuarios),3.26
18998,1,3.8,66,35 - 50 min,Gratis(nuevos usuarios),4.97
18999,1,4.5,92,35 - 50 min,Gratis(nuevos usuarios),4.2
19000,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.11
19001,1,4.5,187,35 - 50 min,Gratis(nuevos usuarios),4.14
19002,1,3.9,145,35 - 50 min,Gratis(nuevos usuarios),4.33
19003,1,4.6,295,35 - 50 min,Gratis(nuevos usuarios),4.15
19004,1,4.5,154,35 - 50 min,Gratis(nuevos usuarios),4.27
19005,1,4.4,278,35 - 50 min,Gratis(nuevos usuarios),3.92
19006,0,0.0,0,No específicado,No específicado,4.01
19007,0,0.0,0,No específicado,No específicado,4.14
19008,1,4.7,773,35 - 50 min,Gratis(nuevos usuarios),3.42
19009,1,4.2,112,35 - 50 min,Gratis(nuevos usuarios),4.75
19010,1,4.5,235,35 - 50 min,Gratis(nuevos usuarios),4.19
19011,1,4.6,43,35 - 50 min,Gratis(nuevos usuarios),4.04
19012,1,4.7,153,35 - 50 min,Gratis(nuevos usuarios),3.97
19013,1,4.6,207,35 - 50 min,Gratis(nuevos usuarios),4.28
19014,1,4.5,67,35 - 50 min,Gratis(nuevos usuarios),3.96
19015,1,4.7,740,35 - 50 min,Gratis(nuevos usuarios),4.19
19016,1,4.8,117,37 - 52 min,Gratis(nuevos usuarios),4.25
19017,1,4.4,119,35 - 50 min,Gratis(nuevos usuarios),4.06
19018,1,4.2,315,35 - 50 min,Gratis(nuevos usuarios),3.03
19019,1,4.6,151,35 - 50 min,Gratis(nuevos usuarios),4.17
19020,0,0.0,0,No específicado,No específicado,4.27
19021,1,4.2,196,35 - 50 min,Gratis(nuevos usuarios),3.63
19022,1,4.5,272,35 - 50 min,Gratis(nuevos usuarios),4.12
19023,1,4.2,26,28 - 43 min,Gratis(nuevos usuarios),4.02
19024,1,4.8,504,35 - 50 min,Gratis(nuevos usuarios),4.74
19025,1,4.4,132,35 - 50 min,Gratis(nuevos usuarios),4.38
19026,1,4.7,102,35 - 50 min,Gratis(nuevos usuarios),4.29
19027,1,4.4,186,35 - 50 min,Gratis(nuevos usuarios),4.27
19028,1,4.5,131,35 - 50 min,Gratis(nuevos usuarios),4.14
19029,1,4.5,91,35 - 50 min,Gratis(nuevos usuarios),4.22
19030,1,4.4,138,35 - 50 min,Gratis(nuevos usuarios),4.13
19031,1,3.9,110,35 - 50 min,Gratis(nuevos usuarios),4.86
19032,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.11
19033,1,4.5,71,36 - 51 min,Gratis(nuevos usuarios),3.82
19034,1,4.3,431,35 - 50 min,Gratis(nuevos usuarios),3.98
19035,1,4.8,171,35 - 50 min,Gratis(nuevos usuarios),3.25
19036,0,0.0,0,No específicado,No específicado,4.25
19037,0,0.0,0,No específicado,No específicado,3.4
19038,1,4.7,133,35 - 50 min,Gratis(nuevos usuarios),3.89
19039,0,0.0,0,No específicado,No específicado,4.26
19040,0,0.0,0,No específicado,No específicado,4.27
19041,1,4.8,210,35 - 50 min,Gratis(nuevos usuarios),4.31
19042,1,4.5,269,35 - 50 min,Gratis(nuevos usuarios),3.94
19043,1,4.7,221,35 - 50 min,Gratis(nuevos usuarios),4.04
19044,0,0.0,0,No específicado,No específicado,4.13
19045,1,4.8,540,35 - 50 min,Gratis(nuevos usuarios),2.75
19046,1,4.4,86,35 - 50 min,Gratis(nuevos usuarios),4.44
19047,1,4.8,172,35 - 50 min,Gratis(nuevos usuarios),4.07
19048,1,4.3,195,35 - 50 min,Gratis(nuevos usuarios),4.4
19049,1,4.7,367,35 - 50 min,Gratis(nuevos usuarios),3.94
19050,1,4.7,157,35 - 50 min,Gratis(nuevos usuarios),4.4
19051,1,4.8,42,35 - 50 min,Gratis(nuevos usuarios),3.85
19052,1,4.5,168,35 - 50 min,Gratis(nuevos usuarios),4.25
19053,1,4.7,115,34 - 49 min,Gratis(nuevos usuarios),4.17
19054,0,0.0,0,No específicado,No específicado,4.22
19055,1,4.5,164,35 - 50 min,Gratis(nuevos usuarios),4.56
19056,1,4.6,479,35 - 50 min,Gratis(nuevos usuarios),4.11
19057,1,4.4,96,35 - 50 min,Gratis(nuevos usuarios),3.87
19058,1,4.6,67,35 - 50 min,Gratis(nuevos usuarios),4.44
19059,1,4.6,100,35 - 50 min,Gratis(nuevos usuarios),4.06
19060,0,4.5,100,No específicado,Gratis(nuevos usuarios),4.13
19061,0,4.5,36,No específicado,Gratis(nuevos usuarios),4.27
19062,1,4.5,147,35 - 50 min,Gratis(nuevos usuarios),4.28
19063,1,4.7,119,35 - 50 min,Gratis(nuevos usuarios),4.3
19064,1,4.6,318,35 - 50 min,Gratis(nuevos usuarios),4.19
19065,0,0.0,0,No específicado,No específicado,4.44
19066,1,4.6,394,35 - 50 min,Gratis(nuevos usuarios),3.59
19067,1,4.6,432,35 - 50 min,Gratis(nuevos usuarios),4.09
19068,1,4.2,32,35 - 50 min,Gratis(nuevos usuarios),3.94
19069,1,4.6,90,35 - 50 min,Gratis(nuevos usuarios),4.02
19070,1,4.6,125,31 - 46 min,Gratis(nuevos usuarios),3.64
19071,1,4.6,155,35 - 50 min,Gratis(nuevos usuarios),4.18
19072,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.58
19073,1,4.7,356,35 - 50 min,Gratis(nuevos usuarios),4.0
19074,1,4.6,81,35 - 50 min,Gratis(nuevos usuarios),4.25
19075,1,4.4,217,23 - 38 min,Gratis(nuevos usuarios),4.26
19076,1,4.6,400,35 - 50 min,Gratis(nuevos usuarios),4.27
19077,1,4.5,130,32 - 42 min,Gratis(nuevos usuarios),3.69
19078,0,0.0,0,No específicado,No específicado,3.96
19079,1,4.4,298,35 - 50 min,Gratis(nuevos usuarios),3.48
19080,0,0.0,0,No específicado,No específicado,4.36
19081,1,4.7,301,35 - 50 min,Gratis(nuevos usuarios),4.65
19082,1,4.7,312,35 - 50 min,Gratis(nuevos usuarios),4.44
19083,1,4.6,222,35 - 50 min,Gratis(nuevos usuarios),4.45
19084,1,4.6,263,35 - 50 min,Gratis(nuevos usuarios),4.39
19085,1,4.4,165,35 - 50 min,Gratis(nuevos usuarios),4.65
19086,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.14
19087,1,4.6,155,35 - 50 min,Gratis(nuevos usuarios),4.01
19088,1,4.6,190,35 - 50 min,Gratis(nuevos usuarios),4.43
19089,1,4.6,159,35 - 50 min,Gratis(nuevos usuarios),4.31
19090,1,4.5,183,35 - 50 min,Gratis(nuevos usuarios),4.22
19091,1,4.2,54,35 - 50 min,Gratis(nuevos usuarios),3.92
19092,1,4.4,462,35 - 50 min,Gratis(nuevos usuarios),4.01
19093,1,4.6,826,35 - 50 min,Gratis(nuevos usuarios),4.63
19094,1,4.5,230,35 - 50 min,Gratis(nuevos usuarios),4.24
19095,1,4.2,62,39 - 54 min,Gratis(nuevos usuarios),4.17
19096,1,4.7,78,35 - 50 min,Gratis(nuevos usuarios),4.11
19097,1,4.7,310,35 - 50 min,Gratis(nuevos usuarios),3.48
19098,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.5
19099,1,4.4,93,35 - 50 min,Gratis(nuevos usuarios),4.66
19100,1,4.4,88,35 - 50 min,Gratis(nuevos usuarios),4.69
19101,1,4.5,97,35 - 50 min,Gratis(nuevos usuarios),4.61
19102,1,4.6,135,35 - 50 min,Gratis(nuevos usuarios),4.55
19103,1,4.3,107,35 - 50 min,Gratis(nuevos usuarios),4.66
19104,1,4.4,116,35 - 50 min,Gratis(nuevos usuarios),4.64
19105,0,4.3,71,No específicado,Gratis(nuevos usuarios),4.34
19106,1,4.3,97,35 - 50 min,Gratis(nuevos usuarios),4.61
19107,1,4.2,84,35 - 50 min,Gratis(nuevos usuarios),4.59
19108,1,4.2,156,35 - 50 min,Gratis(nuevos usuarios),0.92
19109,1,4.1,68,35 - 50 min,Gratis(nuevos usuarios),2.81
19110,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),3.52
19111,1,3.4,186,50 min,Gratis(nuevos usuarios),4.81
19112,0,0.0,0,No específicado,Gratis(nuevos usuarios),2.57
19113,0,4.5,49,No específicado,Gratis(nuevos usuarios),3.18
19114,0,0.0,0,35 - 50 min,Gratis(nuevos usuarios),4.25
19115,1,4.6,45,35 - 50 min,Gratis(nuevos usuarios),3.74
